"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '>=', None, None, '<=', '<='], [(0.06667136115589445, 0.7973286388441057), (-0.7242154009033394, 1.2362154009033395), 154.69294836132383, None, None, 9.741686039381532, 14.089569666851613])",1099661
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, None, None, '<=', None, None, None], [None, None, None, 4.31626885619336, None, None, None])",1186492
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['>=', '[]', '>=', None, '[]', None, '[]'], [1.2027894822514718, (-0.030147362614056095, 0.3101473626140561), 197.34474943632742, None, (3.2591923432807537, 24.740807656719248), None, (14.65347376673739, 27.34652623326261)])",4409
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', '[]', None, None, '<=', '[]', None], [2.1688758598230358, (0.1410066777962525, 0.2909933222037475), None, None, 12.165701327343386, (0.6113283738062627, 1.3886716261937373), None])",152620
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, None, None, None, '<='], [None, (0.5285859536594901, 0.9994140463405099), None, None, None, None, 3.9004827375046265])",4228
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, '[]', '<=', '[]', '[]'], [None, (-0.04832129038581354, 0.04832129038581354), None, (10.256800704077769, 12.14319929592223), 1.2528208136527688, (30.822894424680577, 43.17710557531942), (0.5278131442760694, 1.4721868557239306)])",229
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, None, '<=', '<=', '[]'], [None, (0.0018869045407363116, 0.2181130954592637), None, None, 1.6711248082133945, 5.248956878630592, (0.4408595435947359, 1.559140456405264)])",254237
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '[]', None, None, '<=', '[]'], [None, (0.06474896469465963, 0.07125103530534038), (235.5216429192073, 235.95835708079272), None, None, 1.4850309366947936, (14.64359668147318, 19.35640331852682)])",388
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', None, '>=', '<=', None, '<=', None], [2.310870291245521, None, 202.03238250505535, 10.111164075894337, None, 6.96400830050596, None])",1799938
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', None, '>=', None, '<=', '<=', '<='], [(-0.603803713131174, 1.071803713131174), None, 150.75107178453993, None, 18.38686866593127, 20.445992025094544, 12.646056051999132])",1174607
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '>=', None, '<=', '<=', '<='], [None, (-0.5829536986210242, 1.0349536986210242), 196.72535108384056, None, 35.961113319114155, 15.103970665000404, 5.080825209227569])",1292522
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '[]', None, '<=', '<=', None], [(1.8275749067836906, 3.3244250932163095), (-0.3184229193778834, 0.3184229193778834), (225.64305039807107, 242.6969496019289), None, 2.749182196895913, 1.1562840355823825, None])",155801
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, None, None, None, None], [None, (-0.09611518003586544, 0.22811518003586545), None, None, None, None, None])",1717476
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['>=', '[]', None, None, None, '>=', None], [3.2889893738921563, (-0.7175870722385481, 1.029587072238548), None, None, None, 24.92649727465114, None])",29386
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', '[]', '>=', '<=', '<=', '<=', '<='], [2.944226780292087, (-0.6064907801182389, 0.7984907801182388), 229.82574338483175, 8.664524211542616, 2.0265950488620246, 11.625394030840203, 1.5646342098006176])",1245878
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '>=', None, None, None, None], [None, (0.13657003333448964, 0.27142996666551034), 207.57633865902537, None, None, None, None])",523925
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', None, None, '[]', '<=', '<=', '[]'], [(0.0023794204638430405, 0.541620579536157), None, None, (-0.8694267362926407, 3.2694267362926404), 3.5533559888738298, 5.100762037293509, (-0.05324179299315964, 0.05324179299315964)])",621063
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '>=', '<=', '<=', '<=', '[]'], [(-0.17905421834953272, 3.219054218349533), (-0.6886672676404286, 1.0846672676404288), 121.65521231188072, 22.178481553170457, 29.903825848435602, 36.38368973540461, (14.220623828079495, 19.779376171920504)])",563771
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', None, '[]', None, '[]', None], [(4.652422370054424, 4.995577629945576), (0.24956062047874084, 0.4104393795212592), None, (14.56051758376649, 26.239482416233507), None, (-0.0013991581238991624, 0.0013991581238991624), None])",638
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', None, '>=', None, '<=', None, '<='], [6.043181328834296, None, 209.68225088941932, None, 26.00678366806733, None, 10.551080117645654])",1322684
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '>=', '[]', '<=', '<=', '<='], [(0.11627190795290189, 0.2877280920470981), (0.08503938288739085, 0.11496061711260916), 217.2802554408021, (0.9558562610323076, 1.0441437389676924), 5.091037753954501, 8.760608419303338, 1.3747382469074347])",37163
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', None, None, None, None, None, None], [(-0.46739720383579236, 1.0713972038357924), None, None, None, None, None, None])",1177771
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '[]', None, None, '[]', None], [None, (0.41577036143461127, 1.1682296385653888), (217.45596241070697, 236.16403758929303), None, None, (12.143184885475957, 19.856815114524043), None])",143
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', None, None, None, None, None, '<='], [4.497749270580909, None, None, None, None, None, 8.601219666394869])",1359043
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '[]', None, '<=', '<=', None], [(0.8648036038960976, 1.9551963961039023), (-0.048366497723940555, 0.14836649772394056), (225.8882768459924, 252.0317231540076), None, 2.647813855115159, 1.160849748605643, None])",379814
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', '[]', '>=', '<=', '<=', '<=', None], [1.87917996693986, (-0.7196153839074064, 0.8596153839074063), 185.06693044857246, 10.861474559945306, 23.887085819827405, 11.765066519870354, None])",1703149
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', None, None, '<=', None, None, None], [(-0.04852469032699075, 0.9805246903269909), None, None, 6.924785258368632, None, None, None])",1156042
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '[]', None, '<=', None, '[]'], [(1.0927465867201218, 1.7832534132798785), (0.04581301959761565, 0.16618698040238433), (242.89050980656327, 243.60949019343673), None, 5.549721580132171, None, (17.329530260732678, 20.670469739267322)])",11158
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '[]', None, '[]', '[]', None], [None, (0.08133201109274038, 0.42666798890725965), (226.71951583127858, 251.96048416872142), None, (58.105585734919266, 65.89441426508073), (10.723442457619464, 13.276557542380536), None])",0
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '[]', '[]', '<=', None, '[]'], [(0.2759023305153812, 0.41209766948461873), (0.047510909193237014, 0.10448909080676298), (241.62086960837271, 246.7991303916273), (-0.6248158699635682, 3.424815869963568), 3.2680832496091736, None, (-0.8235165224794263, 0.8235165224794263)])",58276
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '<=', '>=', '<=', '<=', '<=', None], [None, 1.2146964251764298, 127.07713616801762, 21.318819288932445, 11.651286644623132, 14.452126906071365, None])",1936306
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, None, None, None, '<=', None, None], [None, None, None, None, 2.786950621570331, None, None])",2010107
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '>=', '[]', '<=', '<=', None], [(0.09558526302668727, 0.37241473697331273), (-0.14575881821496545, 0.14575881821496545), 170.6457160217278, (0.390963188657123, 1.609036811342877), 3.740451597196753, 3.1217672847891063, None])",609137
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', None, None, '<=', '[]', '<=', None], [(0.13822958582338346, 0.38577041417661656), None, None, 4.198178484242694, (-0.5307934944790886, 0.5307934944790886), 1.1087100250349882, None])",673307
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, None, None, None, '[]', None, None], [None, None, None, None, (-0.22375397563201646, 0.22375397563201646), None, None])",1880175
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, None, None, None, None, '<=', None], [None, None, None, None, None, 4.813652696819102, None])",2011035
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', None, '>=', '[]', '<=', '<=', '<='], [2.252866739063374, None, 138.04379309622198, (0.5348800858066709, 3.065119914193329), 44.37293182772118, 18.58235127956375, 15.590315571378845])",1051411
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', None, '[]', None, None, None, '[]'], [(0.2135549330678327, 1.2504450669321674), None, (239.73088269429851, 241.28911730570147), None, None, None, (-0.3870958897930467, 0.3870958897930467)])",114459
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '[]', '[]', '<=', None, '<='], [(2.36644048386128, 2.49755951613872), (-0.14591590974583055, 0.4299159097458305), (232.22032796756088, 248.9196720324391), (9.06832447544091, 10.93167552455909), 7.6401572322733236, None, 1.6099393250270695])",7640
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, None, '<=', None, '<='], [None, (-0.7755616041384239, 0.9555616041384238), None, None, 26.213755489866085, None, 12.296622731421685])",1350428
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, None, '[]', None, '[]'], [None, (-0.37134946854147477, 0.37134946854147477), None, None, (-0.9788949031472012, 0.9788949031472012), None, (0.42849169495803197, 1.571508305041968)])",441871
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '[]', '<=', '<=', '<=', '[]'], [None, (-0.029587893232884736, 0.029587893232884736), (244.34062646269547, 249.45937353730454), 5.91397170822463, 5.945774997932697, 5.497851023017913, (-0.044215382951742876, 2.0442153829517427)])",62772
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', None, None, None, None, None, None], [(0.29243342463635585, 0.3755665753636441), None, None, None, None, None, None])",292175
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', None, None, '<=', '<=', '<=', '<='], [2.991014188634102, None, None, 3.7969212756373407, 40.50464708802665, 12.169538898827984, 9.418485528574315])",1139146
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', '[]', '>=', '[]', '[]', '<=', None], [6.349535880730015, (-0.0020890594157749335, 0.0020890594157749335), 139.58173252675203, (0.7814784549243834, 10.418521545075617), (-0.3724809365366207, 0.3724809365366207), 20.616811277547164, None])",365206
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '>=', '[]', None, '<=', '<='], [(-0.3715640778729674, 0.6835640778729675), (-0.016906277185806402, 0.016906277185806402), 209.12978615773653, (-0.5455130111608949, 1.7455130111608947), None, 2.213246045141687, 3.3198004742356475])",261424
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', None, None, None, None, None], [(2.5193396327381308, 4.104660367261869), (0.7876714332846442, 0.9123285667153558), None, None, None, None, None])",195
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', '[]', '>=', '<=', '<=', '<=', '[]'], [5.579703416500588, (-0.36774057851243197, 0.6157405785124319), 173.51436306755878, 23.85885128544662, 38.20038910916422, 24.893993941687512, (-0.26673279077469836, 2.2667327907746984)])",1302435
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', '[]', '>=', None, '<=', None, '<='], [2.7171009441770435, (0.040855458519772736, 0.6151445414802272), 184.79950272163495, None, 10.391887037075138, None, 12.076437867968693])",990284
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, '<=', None, None, None], [None, (-0.5931313089206565, 1.2291313089206564), None, 10.049422759409412, None, None, None])",1830922
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, None, None, '[]', None], [None, (0.3328993474735177, 0.3951006525264823), None, None, None, (48.610710918526024, 73.38928908147398), None])",208
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, '[]', None, '[]', None], [None, (0.13813233198256342, 0.30986766801743654), None, (-0.1802447210640068, 16.980244721064008), None, (-0.1694545789691282, 2.169454578969128), None])",527561
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '[]', None, None, '<=', None], [(1.7685644126356561, 2.835435587364344), (0.029504320418931827, 0.15049567958106816), (228.3782657792445, 247.18173422075552), None, None, 8.790958488929535, None])",85075
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '[]', '<=', '<=', '[]', '[]'], [(1.0745071307404066, 1.8654928692595933), (0.01327135929449906, 0.19472864070550094), (239.58931345543536, 239.99068654456462), 17.46580108407296, 5.429122909805354, (0.28331248469647585, 3.716687515303524), (17.936274962497787, 18.063725037502213)])",2601
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '[]', '[]', '<=', '<=', '<='], [None, (0.09791860230394404, 0.14208139769605593), (226.74469025318845, 246.01530974681154), (4.963724789381159, 8.23627521061884), 1.207304276791238, 3.687816753654783, 2.3066677631888206])",11467
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', '>=', None, None, '<=', None], [None, (-0.8158357637618847, 0.9478357637618846), 125.43879916619335, None, None, 27.821318775327118, None])",2010557
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, None, None, None, None, '<=', '<='], [None, None, None, None, None, 35.00613809376921, 13.709854166955806])",1392345
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['[]', '[]', '>=', '<=', '<=', None, '[]'], [(1.2368354400854942, 3.3551645599145052), (-0.9376861173944102, 1.3376861173944101), 182.58982980699744, 33.40196677604557, 37.54899236448874, None, (17.839302184834118, 18.160697815165882)])",315080
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, '[]', None, None, None, '[]', None], [None, (0.23929585566968253, 0.5407041443303175), None, None, None, (59.81303501402439, 68.1869649859756), None])",206
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], ['<=', '[]', '>=', '<=', '<=', '<=', '<='], [3.5221741428531783, (-0.30115984741193574, 0.30115984741193574), 137.06007919559443, 13.67701818328487, 7.569032991827181, 19.998781983444477, 9.938299144001501])",1227565
"(['Global_active_power', 'Global_reactive_power', 'Voltage', 'Global_intensity', 'Sub_metering_1', 'Sub_metering_2', 'Sub_metering_3'], [None, None, None, '<=', None, None, None], [None, None, None, 10.031036702294136, None, None, None])",1856901
